1,1,1019.7420654297,370.59124755859,96.112731933594,178.87026977539,0.86096823215485
1,2,1550.5903320312,359.24923706055,121.48480224609,251.61010742188,0.86101216077805
1,3,942.68383789062,342.63580322266,123.49273681641,251.09756469727,0.86110895872116
1,4,37.472747802734,343.04309082031,145.87957763672,300.26876831055,0.86081236600876
1,5,877.89208984375,349.52053833008,124.27587890625,251.26763916016,0.86110895872116
1,6,547.18054199219,314.37872314453,278.38641357422,663.83813476562,0.86088335514069
1,8,-13.052825927734,401.37042236328,79.763244628906,137.72219848633,0.86075431108475
1,9,948.52966308594,399.50180053711,92.399475097656,163.21624755859,0.86110895872116
1,10,1117.1691894531,586.18603515625,70.441040039062,115.77069091797,0.86110895872116
2,1,1026.9145507812,369.86444091797,60.368041992188,174.15127563477,0.96587693691254
2,2,1560.7604980469,357.88922119141,87.345092773438,242.55160522461,0.96588087081909
2,3,960.62634277344,343.95928955078,91.721618652344,242.20254516602,0.96591883897781
2,4,41.587371826172,327.17715454102,122.24212646484,326.57861328125,0.67679399251938
2,5,880.06695556641,348.03747558594,92.78271484375,241.82904052734,0.96591883897781
2,6,567.13330078125,327.47985839844,265.58819580078,632.37817382812,0.96588772535324
2,8,-8.3424987792969,382.04962158203,55.141784667969,157.07821655273,0.96586990356445
2,9,890.39965820312,361.47448730469,66.244445800781,216.42337036133,0.96588450670242
2,10,1131.078125,568.66192626953,27.954223632812,142.82504272461,0.67654728889465
2,11,31.163299560547,377.47662353516,102.36431884766,275.65884399414,0.73837459087372
2,15,844.43603515625,493.77084350586,193.61676025391,30.401245117188,0.73746341466904
3,1,1031.8936767578,378.14862060547,60.165954589844,140.68988037109,0.9777449965477
3,2,1559.1655273438,358.70922851562,95.657165527344,235.2536315918,0.97767490148544
3,3,960.29058837891,342.03692626953,102.42016601562,252.24014282227,0.97774881124496
3,5,858.34826660156,347.94671630859,97.341613769531,235.26889038086,0.97774827480316
3,6,574.28491210938,335.27810668945,269.919921875,617.13104248047,0.97774600982666
3,7,944.36212158203,397.41799926758,32.837646484375,81.955993652344,0.60785388946533
3,8,-10.176361083984,379.26263427734,64.173889160156,155.79635620117,0.97774440050125
3,9,867.50354003906,349.47906494141,73.942443847656,240.18539428711,0.76409208774567
3,11,40.789123535156,378.47882080078,109.32177734375,264.22109985352,0.94419836997986
3,12,157.82733154297,379.70132446289,36.397583007812,64.245544433594,0.60698872804642
3,15,929.59326171875,493.30548095703,-37.726013183594,22.281616210938,0.55438017845154
4,1,998.88366699219,371.33251953125,63.325988769531,146.14877319336,0.97879838943481
